V2_READ_CODE	V2_TERM_CODE	V2_TERM	V3_READ_CODE	V3_TERM_ID	V3_TERM	SNOMED_CONCEPT_ID	SNOMED_DESCRIPTION_ID	SNOMED_TERM	KEY	COMMENTS	REPORT	REQUEST	BATTERY	LEVEL	TEST	RATIO	BOOLEAN	TEXT	STATUS	RELEASE_DATE
43Jc.	00	Avian precipitin test	XaFtS	Yah4Y	Avian precipitin test	1009311000000109	2561841000000118	Avian precipitin test		Apr15: For deletion Oct15. Ambiguous.	T	T	T	T	T	T	F	T	C	2000-09-01
43Jd.	00	Budgie faecal antibody level	XaFth	Yah4n	Budgie faecal antibody level	1009321000000103	2556841000000116	Budgie faecal antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Je.	00	Budgie serum antibody level	XaFti	Yah4o	Budgie serum antibody level	1009331000000101	2574061000000118	Budgie serum antibody level		Apr15: For deletion Oct15. Use 43Wc. Budgerigar serum IgG level	T	T	T	T	T	T	F	T	C	2000-09-01
43Jf.	00	Canary faecal antibody level	XaFtm	Yah4s	Canary faecal antibody level	1009341000000105	2574071000000113	Canary faecal antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jg.	00	Canary serum antibody level	XaFtn	Yah4t	Canary serum antibody level	1009351000000108	2574081000000110	Canary serum antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jh.	00	Cockatiel faecal antibody lev	XaFty	Yah54	Cockatiel faecal antibody lev	1009361000000106	2556851000000118	Cockatiel faecal antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Ji.	00	Cockatiel serum antibody level	XaFtz	Yah55	Cockatiel serum antibody level	1009371000000104	2574091000000112	Cockatiel serum antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jk.	00	Parakeet faecal antibody level	XaFuz	Yah65	Parakeet faecal antibody level	1009381000000102	2578311000000112	Parakeet faecal antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jl.	00	Parakeet serum antibody level	XaFv0	Yah66	Parakeet serum antibody level	1014051000000106	2574641000000113	Parakeet serum antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jm.	00	Parrot faecal antibody level	XaFv2	Yah68	Parrot faecal antibody level	1014061000000109	2578921000000119	Parrot faecal antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jn.	00	Parrot serum antibody level	XaFv3	Yah69	Parrot serum antibody level	1014071000000102	2578931000000117	Parrot serum antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jo.	00	Pigeon faecal antibody level	XaFv6	Yah6C	Pigeon faecal antibody level	1014081000000100	2578941000000114	Pigeon faecal antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jp.	00	Pigeon serum antibody level	XaFv7	Yah6D	Pigeon serum antibody level	1014091000000103	2565461000000116	Pigeon serum antibody level		Apr15: For deletion Oct15. Use 43Wd.Pigeon serum IgG level	T	T	T	T	T	T	F	T	C	2000-09-01
43Jq.	00	Poultry faecal antibody level	XaFvF	Yah6L	Poultry faecal antibody level	1014101000000106	2565471000000111	Poultry faecal antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43Jr.	00	Poultry serum antibody level	XaFvG	Yah6M	Poultry serum antibody level	1014111000000108	2552451000000116	Poultry serum antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43WK.	00	HIV antibody level	XaFuM	Yah5S	HIV antibody level	1014121000000102	2578951000000112	HIV (human immunodeficiency virus) antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43ZA.	00	Paraprotein typing immunofix	XaFv1	Yah67	Paraprotein typing immunofix	1029111000000103	2602771000000116	Paraprotein typing by immunofixation		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43d0.	00	CMV early antigen level	XaFtk	Yah4q	CMV early antigen level	1014131000000100	2579881000000115	Cytomegalovirus early antigen level			T	T	T	T	T	T	F	T	C	2000-09-01
43d1.	00	Cytomegalovirus latex test	XaFtl	Yah4r	Cytomegalovirus latex test	1031441000000108	2603141000000116	Cytomegalovirus latex test		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43d2.	00	Dengue virus IgG level	XaFu8	Yah5E	Dengue virus IgG level	1014141000000109	2562481000000116	Dengue virus IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43d3.	00	Dengue virus IgM level	XaFu9	Yah5F	Dengue virus IgM level	1014151000000107	2579891000000118	Dengue virus IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43d4.	00	Enterovirus IgM level	XaFuD	Yah5J	Enterovirus IgM level	1014161000000105	2552461000000118	Enterovirus IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43d5.	00	HIV antibody/antigen (Duo)	XaFuN	Yah5T	HIV antibody/antigen (Duo)	1014171000000103	2557531000000114	HIV (human immunodeficiency virus) antibody/antigen (Duo)			T	T	T	T	T	T	F	T	C	2000-09-01
43d6.	00	HTLV 1 antibody level	XaFuP	Yah5V	HTLV 1 antibody level	1014181000000101	2574651000000111	HTLV 1 (human T-lymphotropic virus 1) antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43d7.	00	Hantavirus antibody level	XaFuQ	Yah5W	Hantavirus antibody level	1014191000000104	2578961000000110	Hantavirus antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43d8.	00	Hep B surface antibody level	XaFuR	Yah5X	Hep B surface antibody level	1014201000000102	2565481000000113	Hepatitis B surface antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43d9.	00	Hep B surface antigen level	XaFuS	Yah5Y	Hep B surface antigen level	1014211000000100	2574661000000114	Hepatitis B surface antigen level			T	T	T	T	T	T	F	T	C	2000-09-01
43dA.	00	Hepatitis B core IgM level	XaFuT	Yah5Z	Hepatitis B core IgM level	1014221000000106	2574671000000119	Hepatitis B core IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43dB.	00	Hepatitis B core antibody lev	XaFuU	Yah5a	Hepatitis B core antibody lev	1014231000000108	2557541000000117	Hepatitis B core antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dC.	00	Hepatitis B e antibody level	XaFuV	Yah5b	Hepatitis B e antibody level	1014241000000104	2574681000000117	Hepatitis B e antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dD.	00	Hepatitis C RIBA	XaFuX	Yah5d	Hepatitis C RIBA	1029121000000109	2603081000000113	Hepatitis C recombinant immunoblot assay		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43dE.	00	Herpes simplex antibody level	XaFuZ	Yah5f	Herpes simplex antibody level	1014251000000101	2574691000000115	Herpes simplex antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dF.	00	Influenza A antibody level	XaFud	Yah5j	Influenza A antibody level	1014261000000103	2582871000000118	Influenza A antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dG.	00	Influenza B antibody level	XaFue	Yah5k	Influenza B antibody level	1014271000000105	2552471000000113	Influenza B antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dH.	00	Measles IgG level	XaFuk	Yah5q	Measles IgG level	1014281000000107	2552481000000110	Measles IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43dI.	00	Measles IgM level	XaFul	Yah5r	Measles IgM level	1014291000000109	2557551000000119	Measles IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43dJ.	00	Measles antibody level	XaFum	Yah5s	Measles antibody level	1014301000000108	2582881000000116	Measles antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dK.	00	Mumps IgG level	XaFur	Yah5x	Mumps IgG level	1014311000000105	2582891000000119	Mumps IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43dL.	00	Mumps IgM level	XaFus	Yah5y	Mumps IgM level	1014321000000104	2574701000000115	Mumps IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43dM.	00	Mumps S antibody level	XaFut	Yah5z	Mumps S antibody level	1014331000000102	2582901000000118	Mumps S antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dN.	00	Mumps V antibody level	XaFuu	Yah60	Mumps V antibody level	1014341000000106	2582911000000116	Mumps V antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dO.	00	Mumps antibody level	XaFuv	Yah61	Mumps antibody level	1014351000000109	2562491000000119	Mumps antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dP.	00	Parvovirus B19 IgG level	XaFv4	Yah6A	Parvovirus B19 IgG level	1014361000000107	2565491000000110	Parvovirus B19 IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43dQ.	00	Parvovirus B19 IgM level	XaFv5	Yah6B	Parvovirus B19 IgM level	1014371000000100	2582921000000110	Parvovirus B19 IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43dR.	00	Poliovirus antibody level	XaFvE	Yah6K	Poliovirus antibody level	1014381000000103	2565501000000116	Poliovirus antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dS.	00	RSV antigen level	XaFvJ	Yah6P	RSV antigen level	1014391000000101	2579901000000117	Respiratory syncytial virus antigen level			T	T	T	T	T	T	F	T	C	2000-09-01
43dT.	00	Ross river fever antibody lev	XaFvL	Yah6R	Ross river fever antibody lev	1014401000000103	2562501000000113	Ross river fever antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43dU.	00	Rubella (SRH) antibody	XaFvM	Yah6S	Rubella (SRH) antibody	1031501000000109	2603101000000119	Rubella (single radial haemolysis) antibody		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43dV.	00	Varicella zoster IgM level	XaFw8	Yah7K	Varicella zoster IgM level	1014411000000101	2552491000000112	Varicella zoster IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43e0.	00	Borrelia burgdorferi IgG level	XaFtT	Yah4Z	Borrelia burgdorferi IgG level	1014421000000107	2557561000000116	Borrelia burgdorferi IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43e1.	00	B. burgdorferi antibody level	XaFtU	Yah4a	B. burgdorferi antibody level	1014431000000109	2562511000000110	Borrelia burgdorferi antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43e2.	00	B. pertussis antibody level	XaFtV	Yah4b	B. pertussis antibody level	1014441000000100	2579911000000115	Bordetella pertussis antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43e3.	00	Borrelia burgdorferi blot test	XaFtW	Yah4c	Borrelia burgdorferi blot test	1029221000000100	2602861000000119	Borrelia burgdorferi blot test		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43e4.	00	Bartonella antibody level	XaFtX	Yah4d	Bartonella antibody level	1014451000000102	2579921000000114	Bartonella antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43e5.	00	Bartonella henselae IgG level	XaFtY	Yah4e	Bartonella henselae IgG level	1023291000000100	2553551000000112	Bartonella henselae IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43e6.	00	Bartonella henselae IgM level	XaFtZ	Yah4f	Bartonella henselae IgM level	1023301000000101	2567431000000118	Bartonella henselae IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43e7.	00	Bartonella quintana IgG level	XaFta	Yah4g	Bartonella quintana IgG level	1023311000000104	2566821000000115	Bartonella quintana IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43e8.	00	Bartonella quintana IgM level	XaFtb	Yah4h	Bartonella quintana IgM level	1023321000000105	2558821000000110	Bartonella quintana IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43e9.	00	Brucella CFT	XaFte	Yah4k	Brucella CFT	1028791000000104	2603171000000110	Brucella complement fixation test		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eA.	00	Brucella IgG level	XaFtf	Yah4l	Brucella IgG level	1023331000000107	2567441000000110	Brucella IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43eB.	00	Brucella IgM level	XaFtg	Yah4m	Brucella IgM level	1023341000000103	2584031000000115	Brucella IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43eC.	00	C. trachomatis L2 antibody lev	XaFtj	Yah4p	C. trachomatis L2 antibody lev	1023351000000100	2553561000000110	Chlamydia trachomatis L2 antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eD.	00	Cat scratch fev antibody lev	XaFtp	Yah4v	Cat scratch fev antibody lev	1023361000000102	2553571000000115	Cat scratch fever antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eE.	00	Chlamydia antibody level	XaFtq	Yah4w	Chlamydia antibody level	1023371000000109	2567451000000113	Chlamydia antibody level			T	T	T	T	F	T	F	T	C	2000-09-01
43eF.	00	Chlamydia group CFT	XaFtr	Yah4x	Chlamydia group CFT	1031371000000108	2603021000000112	Chlamydia group complement fixation test		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eG.	00	Chlamydia pneumoniae IgG level	XaFts	Yah4y	Chlamydia pneumoniae IgG level	1023381000000106	2570201000000119	Chlamydia pneumoniae IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43eH.	00	Chlamydia pneumoniae IgM level	XaFtt	Yah4z	Chlamydia pneumoniae IgM level	1023391000000108	2558831000000112	Chlamydia pneumoniae IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43eI.	00	Chlamydia psittaci antibod lev	XaFtu	Yah50	Chlamydia psittaci antibod lev	1023401000000106	2558841000000115	Chlamydia psittaci antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eJ.	00	Chlamydia trachomatis IgG lev	XaFtv	Yah51	Chlamydia trachomatis IgG lev	1023411000000108	2553581000000118	Chlamydia trachomatis IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43eK.	00	Coxiella burnet 2 antibody lev	XaFu0	Yah56	Coxiella burnet 2 antibody lev	992561000000101	2576141000000112	Coxiella burnetii 2 antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eL.	00	Coxiella burnetii antibod lev	XaFu1	Yah57	Coxiella burnetii antibod lev	992571000000108	2559211000000112	Coxiella burnetii antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eM.	00	Coxiella burnetii 1 antib lev	XaFu2	Yah58	Coxiella burnetii 1 antib lev	992581000000105	2581291000000110	Coxiella burnetii 1 antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eN.	00	Diphtheria antibody level	XaFuA	Yah5G	Diphtheria antibody level	992591000000107	2581301000000114	Diphtheria antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eO.	00	FTA (Abs) IgG level	XaFuE	Yah5K	FTA (Abs) IgG level	1028971000000100	2603041000000117	Fluorescent treponemal antibody absorption IgG level		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eP.	00	FTA (Abs) IgM level	XaFuF	Yah5L	FTA (Abs) IgM level	1028981000000103	2603061000000116	Fluorescent treponemal antibody absorption IgM level		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eQ.	00	Faen rectivirgula antibod lev	XaFuG	Yah5M	Faen rectivirgula antibod lev	992601000000101	2576151000000110	Faenia rectivirgula antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43eR.	00	Legionella immunofluorescence	XaFuf	Yah5l	Legionella immunofluorescence	1028991000000101	2602801000000118	Legionella immunofluorescence		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eS.	00	Legionella RMAT	XaFug	Yah5m	Legionella RMAT	1031381000000105	2602981000000116	Legionella rapid microagglutination test		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eT.	00	Legionella antigen level	XaFuh	Yah5n	Legionella antigen level	992611000000104	2572121000000118	Legionella antigen level			T	T	T	T	T	T	F	T	C	2000-09-01
43eU.	00	Leptospiral MAT	XaFuj	Yah5p	Leptospiral MAT	1029001000000101	2602931000000115	Leptospiral microagglutination test		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eV.	00	Meningococcal IgG level	XaFun	Yah5t	Meningococcal IgG level	992621000000105	2554661000000112	Meningococcal IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43eW.	00	Meningococcal IgM level	XaFuo	Yah5u	Meningococcal IgM level	992631000000107	2567701000000115	Meningococcal IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43eX.	00	Mycoplasma agglutination test	XaFux	Yah63	Mycoplasma agglutination test	992641000000103	2570571000000112	Mycoplasma agglutination test			T	T	T	T	T	T	F	T	C	2000-09-01
43eY.	00	Pneumococcal IgG 1 level	XaFvA	Yah6G	Pneumococcal IgG 1 level	992651000000100	2576161000000113	Pneumococcal IgG 1 level			T	T	T	T	T	T	F	T	C	2000-09-01
43eZ.	00	Pneumococcal IgG 2 level	XaFvB	Yah6H	Pneumococcal IgG 2 level	992661000000102	2567711000000118	Pneumococcal IgG 2 level			T	T	T	T	T	T	F	T	C	2000-09-01
43ea.	00	Pneumococcal IgG level	XaFvC	Yah6I	Pneumococcal IgG level	992671000000109	2559221000000118	Pneumococcal IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43eb.	00	Psittacosis LGV antibody level	XaFvH	Yah6N	Psittacosis LGV antibody level	1029011000000104	2602741000000110	Psittacosis LGV antibody level		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43ec.	00	Psittacosis antibody level	XaFvI	Yah6O	Psittacosis antibody level	1031391000000107	2602751000000113	Psittacosis antibody level		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43ed.	00	Rickettsial antibody level	XaFvK	Yah6Q	Rickettsial antibody level	992681000000106	2559231000000116	Rickettsial antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43ee.	00	Streptococc anti DNAse B titre	XaFvS	Yah6Y	Streptococc anti DNAse B titre	992691000000108	2607941000000114	Streptococcal anti deoxyribonuclease B titre			T	T	T	T	T	T	F	T	C	2000-09-01
43ef.	00	Syphilis IgG level	XaFvU	Yah6a	Syphilis IgG level	1029021000000105	2602761000000111	Syphilis IgG level		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43eg.	00	Tetanus IgG level	XaFvX	Yah6d	Tetanus IgG level	992701000000108	2554671000000117	Tetanus IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43eh.	00	Treponema pallidum IgG level	XaFvc	Yah6i	Treponema pallidum IgG level	992711000000105	2572131000000116	Treponema pallidum IgG level			T	T	T	T	T	T	F	T	C	2000-09-01
43ei.	00	Treponema pallidum IgM level	XaFvd	Yah6j	Treponema pallidum IgM level	992721000000104	2570581000000114	Treponema pallidum IgM level			T	T	T	T	T	T	F	T	C	2000-09-01
43ej.	00	VDRL titre	XaFvf	Yah6l	VDRL titre	995221000000102	2581521000000114	VDRL (Venereal Disease Research Laboratory) titre			T	T	T	T	T	T	F	T	C	2000-09-01
43f0.	00	Aspergill fumig 1 precip lev	XaFtQ	Yah4W	Aspergill fumig 1 precip lev	1026321000000104	2602821000000110	Aspergillus fumigatus 1 precipitin level		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43f1.	00	Aspergill fumig 2 precip lev	XaFtR	Yah4X	Aspergill fumig 2 precip lev	1026331000000102	2602791000000117	Aspergillus fumigatus 2 precipitin level		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43f2.	00	Blastomyces antibody level	XaFtc	Yah4i	Blastomyces antibody level	995231000000100	2581531000000111	Blastomyces antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43f3.	00	Candida antigen level	XaFto	Yah4u	Candida antigen level	995241000000109	2555071000000112	Candida antigen level			T	T	T	T	T	T	F	T	C	2000-09-01
43f4.	00	Coccidioides antibody level	XaFtx	Yah53	Coccidioides antibody level	995251000000107	2559531000000119	Coccidioides antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43f5.	00	Cryptococcus antigen level	XaFu3	Yah59	Cryptococcus antigen level	995261000000105	2568961000000118	Cryptococcus antigen level			T	T	T	T	T	T	F	T	C	2000-09-01
43f6.	00	Farmers lung antibody level	XaFuH	Yah5N	Farmers lung antibody level	995271000000103	2571021000000112	Farmers lung antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43f7.	00	Histoplasma antibody level	XaFub	Yah5h	Histoplasma antibody level	995281000000101	2572421000000111	Histoplasma antibody level			T	T	T	T	T	T	F	T	C	2000-09-01
43f8.	00	Pneumocystis carinii IF	XaFvD	Yah6J	Pneumocystis carinii IF	1026581000000109	2602731000000118	Pneumocystis carinii IF		Deleted: this addition was initially proposed for release in September 2000 but after subsequent review has been marked as deleted in September 2001	T	T	T	T	T	T	F	T	D	2000-09-01
43f9.	00	Mushroom precipitin level	XaFuw	Yah62	Mushroom precipitin level	995291000000104	2572431000000113	Mushroom precipitin level			T	T	T	T	T	T	F	T	C	2000-09-01
